Date,Description,Amount,CounterParty,Reference,Category
26/06/2024,CHOICE - FOLKESTONE     FOLKESTONE,13,Choice,AT241790049000010226247,General Purchases-Clothing Stores
26/06/2024,CO-OP FOLKESTONE STATIO FOLKESTONE,2.25,Co-Op,AT241790049000010192747,General Purchases-Groceries
26/06/2024,POST OFFICE FOLKESTONE- FOLKESTONE,9.69,Post,AT241790049000010225652,Business Services-Mailing & Shipping
26/06/2024,SAINSBURYS ONLINE       LONDON,61.49,Sainsburys,AT241790049000010262321,General Purchases-Groceries
26/06/2024,WM MORRISONS STORES     FOLKESTONE,8,Wm,AT241790049000010227186,General Purchases-Groceries
27/06/2024,B&Q ASHFORD 1192        ASHFORD,72,B&Q,AT241800049000010227622,General Purchases-Hardware Supplies
27/06/2024,CO-OP FOLKESTONE STATIO FOLKESTONE,2.45,"THE COOPERATIVE
",AT241800049000010260300,General Purchases-Groceries
27/06/2024,MCDONALDS - ASHFORD ORB ASHFORD,9.08,McDonalds,AT241800049000010286072,Entertainment-Bars & Cafés
27/06/2024,ORCHARD LANE COFFEE HOU KENT,6.9,"9603428434 ORCHARD LANE COFFEE HOUSE
",AT241800049000010211124,Entertainment-Restaurants
27/06/2024,SCA INVESTMENTS LIMITED LONDON,44.48,Sca,AT241790049000010193914,General Purchases-Groceries
28/06/2024,CO-OP FOLKESTONE STATIO FOLKESTONE,6.3,Co-Op,AT241810041000010306925,General Purchases-Groceries
28/06/2024,PAYPAL *SCREWFIX 4650.7 03330112112,102.96,Paypal,AT241800084000010027164,General Purchases-Wholesale Stores
29/06/2024,CO-OP FOLKESTONE STATIO FOLKESTONE,3.1,Co-Op,AT241820039000010238876,General Purchases-Groceries
29/06/2024,Harbour Coffee Co       Folkestone,11.4,Harbour,AT241810041000010284840,Entertainment-Restaurants
29/06/2024,ORCHARD LANE COFFEE HOU KENT,11.4,Orchard,AT241820039000010240649,Entertainment-Restaurants
29/06/2024,THE FOX TREEHOUSE       EAST GRINSTEAD,6.2,The,AT241820039000010262069,General Purchases-General Retail
29/06/2024,THE FOX TREEHOUSE       EAST GRINSTEAD,9.1,The,AT241820039000010261733,General Purchases-General Retail
29/06/2024,THE FOX TREEHOUSE       EAST GRINSTEAD,33,The,AT241820039000010261883,General Purchases-General Retail
29/06/2024,ZETTLE *LAES            FOLKESTONE,22,Zettle,AT241820039000010259011,General Purchases-Wholesale Stores
29/06/2024,ZETTLE *LAES            FOLKESTONE,45,Zettle,AT241820039000010258778,General Purchases-Wholesale Stores
30/06/2024,CHERITON CONVENIENCE ST FOLKESTONE,12.5,Cheriton,AT241830036000010193217,General Purchases-Fuel
30/06/2024,CO-OP FOLKESTONE STATIO FOLKESTONE,1.05,"THE COOPERATIVE
",AT241830036000010208113,General Purchases-Groceries
30/06/2024,DOMINOS PIZZA Dominos P MILTON KEYNES,20.26,Dominos,AT241830036000010211024,Entertainment-Bars & Cafés
30/06/2024,FINE GRIND              Tunbridge Wells,10.4,Fine,AT241820039000010221361,Entertainment-Restaurants
30/06/2024,ZETTLE *A DOWN CATERING KENT,10.5,Zettle,AT241830036000010246488,Entertainment-Restaurants
